source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Full efforts are being made to stop the onslaught of illegal aliens from crossing our Souther Border. People have to apply for asylum in Mexico first and if they fail to do that the U.S. will turn them away. The courts are asking the U.S. to do things that are not doable!,10-21-2018 19:11:52,28591,111021,false,1.05409E+18
Twitter for iPhone,Thank you Mexico we look forward to working with you! https://t.co/wf7sE0DHFT,10-18-2018 22:51:42,22170,79234,false,1.05306E+18
Twitter for iPhone,....The assault on our country at our Southern Border including the Criminal elements and DRUGS pouring in is far more important to me as President than Trade or the USMCA. Hopefully Mexico will stop this onslaught at their Northern Border. All Democrats fault for weak laws!,10-18-2018 11:45:43,24107,90065,false,1.05289E+18
Twitter for iPhone,....In addition to stopping all payments to these countries which seem to have almost no control over their population I must in the strongest of terms ask Mexico to stop this onslaught - and if unable to do so I will call up the U.S. Military and CLOSE OUR SOUTHERN BORDER!..,10-18-2018 11:35:06,39817,150942,false,1.05289E+18
Twitter for iPhone,I am watching the Democrat Party led (because they want Open Borders and existing weak laws) assault on our country by Guatemala Honduras and El Salvador whose leaders are doing little to stop this large flow of people INCLUDING MANY CRIMINALS from entering Mexico to U.S.....,10-18-2018 11:25:54,23266,85238,false,1.05288E+18
Twitter for iPhone,Just spoke to President-Elect Andres Manuel Lopez Obrador of Mexico. Great call we will work well together!,10/03/2018 14:35,14191,70909,false,1.0475E+18
Twitter for iPhone,Mexico Canada and the United States are a great partnership and will be a very formidable trading force. We will now because of the USMCA work very well together. Great Spirit!,10/03/2018 14:13,14469,69609,false,1.04749E+18
Twitter for iPhone,Thank you to Congressman Tom Reed of New York for your wonderful comments on our great new Trade Deal with Mexico and Canada the USMCA. I have long ago given you my Full Endorsement and for good reason. Keep up the Great Work! @Varneyco,10/03/2018 14:02,9885,47553,false,1.04749E+18
Twitter for iPhone,Great reviews on the new USMCA. Thank you! Mexico and Canada will be wonderful partners in Trade (and more) long into the future.,10/02/2018 15:02,15267,74222,false,1.04714E+18
Twitter for iPhone,Congratulations to Mexico and Canada!,10/01/2018 10:56,19069,103661,false,1.04672E+18
Twitter for iPhone,Late last night our deadline we reached a wonderful new Trade Deal with Canada to be added into the deal already reached with Mexico. The new name will be The United States Mexico Canada Agreement or USMCA. It is a great deal for all three countries solves the many......,10/01/2018 10:30,28659,128871,false,1.04671E+18
Twitter for iPhone,Our new Trade Deal with Mexico focuses on FARMERS GROWTH for our country tearing down TRADE BARRIERS JOBS and having companies continue to POUR BACK INTO OUR COUNTRY. It will be a big hit!,08-29-2018 02:19:58,18883,79471,false,1.03463E+18
Twitter for iPhone,United States-Mexico Trade Agreement: https://t.co/E1AzveYPli https://t.co/ZYbHt1pD8a,08-27-2018 18:11:20,15849,59962,false,1.03414E+18
Twitter for iPhone,A big deal looking good with Mexico!,08-27-2018 13:39:02,22070,113780,false,1.03407E+18
Twitter for iPhone,Our relationship with Mexico is getting closer by the hour. Some really good people within both the new and old government and all working closely together....A big Trade Agreement with Mexico could be happening soon!,08-25-2018 13:22:28,21779,99077,false,1.03334E+18
Twitter for iPhone,Deal with Mexico is coming along nicely. Autoworkers and farmers must be taken care of or there will be no deal. New President of Mexico has been an absolute gentleman. Canada must wait. Their Tariffs and Trade Barriers are far too high. Will tax cars if we can’t make a deal!,08/10/2018 23:12,24781,101159,false,1.02806E+18
Twitter for iPhone,One of the reasons we need Great Border Security is that Mexico’s murder rate in 2017 increased by 27% to 31174 people killed a record! The Democrats want Open Borders. I want Maximum Border Security and respect for ICE and our great Law Enforcement Professionals! @FoxNews,07-31-2018 11:00:41,24687,91904,false,1.02425E+18
Twitter for iPhone,RT @Scavino45: “About 1-in-5 illegal alien adults crossing the United States-Mexico border with toddlers under the age of five are either c…,07-15-2018 13:33:15,11540,0,true,1.01849E+18
Twitter for iPhone,Congratulations to Andres Manuel Lopez Obrador on becoming the next President of Mexico. I look very much forward to working with him. There is much to be done that will benefit both the United States and Mexico!,07/02/2018 03:01,67944,211701,false,1.01362E+18
Twitter for iPhone,80% of Mexico’s Exports come to the United States. They totally rely on us which is fine with me. They do have though very strong Immigration Laws. The U.S. has pathetically weak and ineffective Immigration Laws that the Democrats refuse to help us fix. Will speak to Mexico!,06-22-2018 13:30:54,22846,92429,false,1.01015E+18
Twitter for iPhone,Thank you for all of the compliments on getting the World Cup to come to the U.S.A. Mexico and Canada. I worked hard on this along with a Great Team of talented people. We never fail and it will be a great World Cup! A special thanks to Bob Kraft for excellent advice.,06-15-2018 11:06:28,13446,71995,false,1.00758E+18
Twitter for iPhone,The U.S. together with Mexico and Canada just got the World Cup. Congratulations - a great deal of hard work!,06-13-2018 11:49:16,20013,103412,false,1.00687E+18
Twitter for iPhone,Farmers have not been doing well for 15 years. Mexico Canada China and others have treated them unfairly. By the time I finish trade talks that will change. Big trade barriers against U.S. farmers and other businesses will finally be broken. Massive trade deficits no longer!,06/04/2018 13:47,19743,81839,false,1.00363E+18
Twitter for iPhone,Our Southern Border is under siege. Congress must act now to change our weak and ineffective immigration laws. Must build a Wall. Mexico which has a massive crime problem is doing little to help!,05/04/2018 10:22,19564,81112,false,9.92349E+17
Twitter for iPhone,The U.S. has put together a STRONG bid w/ Canada &amp; Mexico for the 2026 World Cup. It would be a shame if countries that we always support were to lobby against the U.S. bid. Why should we be supporting these countries when they don’t support us (including at the United Nations)?,04-26-2018 23:39:32,22891,99253,false,9.8965E+17
Twitter for iPhone,Mexico whose laws on immigration are very tough must stop people from going through Mexico and into the U.S. We may make this a condition of the new NAFTA Agreement. Our Country cannot accept what is happening! Also we must get Wall funding fast.,04-23-2018 13:51:17,25412,106206,false,9.88415E+17
Twitter for iPhone,The Caravan is largely broken up thanks to the strong immigration laws of Mexico and their willingness to use them so as not to cause a giant scene at our Border. Because of the Trump Administrations actions Border crossings are at a still UNACCEPTABLE 46 year low. Stop drugs!,04/05/2018 11:40,20952,93713,false,9.81859E+17
Twitter for iPhone,Our Border Laws are very weak while those of Mexico &amp; Canada are very strong. Congress must change these Obama era and other laws NOW! The Democrats stand in our way - they want people to pour into our country unchecked....CRIME! We will be taking strong action today.,04/04/2018 11:19,24527,99709,false,9.81491E+17
Twitter for iPhone,The big Caravan of People from Honduras now coming across Mexico and heading to our “Weak Laws” Border had better be stopped before it gets there. Cash cow NAFTA is in play as is foreign aid to Honduras and the countries that allow this to happen. Congress MUST ACT NOW!,04/03/2018 10:49,25533,99245,false,9.81121E+17
Twitter for iPhone,Honduras Mexico and many other countries that the U.S. is very generous to sends many of their people to our country through our WEAK IMMIGRATION POLICIES. Caravans are heading here. Must pass tough laws and build the WALL. Democrats allow open borders drugs and crime!,04/03/2018 00:12,20587,79542,false,9.80961E+17
Twitter for iPhone,As ridiculous as it sounds the laws of our country do not easily allow us to send those crossing our Southern Border back where they came from. A whole big wasted procedure must take place. Mexico &amp; Canada have tough immigration laws whereas ours are an Obama joke. ACT CONGRESS,04/03/2018 00:00,24596,89883,false,9.80958E+17
Twitter for iPhone,Mexico is making a fortune on NAFTA...They have very strong border laws - ours are pathetic. With all of the money they make from the U.S. hopefully they will stop people from coming through their country and into ours at least until Congress changes our immigration laws!,04/02/2018 13:08,19555,77338,false,9.80794E+17
Twitter for iPhone,Mexico has the absolute power not to let these large “Caravans” of people enter their country. They must stop them at their Northern Border which they can do because their border laws work not allow them to pass through into our country which has no effective border laws.....,04/02/2018 11:02,19753,76422,false,9.80762E+17
Twitter for iPhone,Mexico is doing very little if not NOTHING at stopping people from flowing into Mexico through their Southern Border and then into the U.S. They laugh at our dumb immigration laws. They must stop the big drug and people flows or I will stop their cash cow NAFTA. NEED WALL!,04/01/2018 14:25,33429,127184,false,9.80451E+17
Twitter for iPhone,...treat our farmers much better. Highly restrictive. Mexico must do much more on stopping drugs from pouring into the U.S. They have not done what needs to be done. Millions of people addicted and dying.,03/05/2018 11:53,18135,86041,false,9.70628E+17
Twitter for iPhone,We have large trade deficits with Mexico and Canada. NAFTA which is under renegotiation right now has been a bad deal for U.S.A. Massive relocation of companies &amp; jobs. Tariffs on Steel and Aluminum will only come off if new &amp; fair NAFTA agreement is signed. Also Canada must..,03/05/2018 11:47,19316,82196,false,9.70627E+17
Twitter for iPhone,MS-13 gang members are being removed by our Great ICE and Border Patrol Agents by the thousands but these killers come back in from El Salvador and through Mexico like water. El Salvador just takes our money and Mexico must help MORE with this problem. We need The Wall!,02-23-2018 11:28:35,28423,125750,false,9.66998E+17
Twitter for iPhone,Our economy is better than it has been in many decades. Businesses are coming back to America like never before. Chrysler as an example is leaving Mexico and coming back to the USA. Unemployment is nearing record lows. We are on the right track!,01-28-2018 13:18:33,42337,199787,false,9.57604E+17
Twitter for iPhone,We need the Wall for the safety and security of our country. We need the Wall to help stop the massive inflow of drugs from Mexico now rated the number one most dangerous country in the world. If there is no Wall there is no Deal!,01-18-2018 13:16:26,29311,124070,false,9.53979E+17
Twitter for iPhone,....The Wall will be paid for directly or indirectly or through longer term reimbursement by Mexico which has a ridiculous $71 billion dollar trade surplus with the U.S. The $20 billion dollar Wall is “peanuts” compared to what Mexico makes from the U.S. NAFTA is a bad joke!,01-18-2018 11:25:03,28282,112438,false,9.53951E+17
Twitter for iPhone,During the campaign I promised to MAKE AMERICA GREAT AGAIN by bringing businesses and jobs back to our country. I am very proud to see companies like Chrysler moving operations from Mexico to Michigan where there are so many great American workers! https://t.co/hz2q9UTfnF,01-17-2018 23:32:58,24791,99349,false,9.53772E+17
Twitter for iPhone,Yesterday was another big day for jobs and the Stock Market. Chrysler coming back to U.S. (Michigan) from Mexico and many more companies paying out Tax Cut money to employees. If Dems won in November Market would have TANKED! It was headed for disaster.,01-13-2018 14:20:00,548,2182,false,9.52183E+17
Twitter for iPhone,Yesterday was a big day for the stock market. Jobs are coming back to America. Chrysler is coming back to the USA from Mexico and many others will follow. Tax cut money to employees is pouring into our economy with many more companies announcing. American business is hot again!,01-13-2018 13:13:12,24624,117847,false,9.52167E+17
Twitter for iPhone,Chrysler is moving a massive plant from Mexico to Michigan reversing a years long opposite trend. Thank you Chrysler a very wise decision. The voters in Michigan are very happy they voted for Trump/Pence. Plenty of more to follow!,01/12/2018 02:53,26034,115604,false,9.51648E+17
Twitter for iPhone,More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1 BILLION in Michigan plant relocating their heavy-truck production from Mexico to Michigan adding 2500 new jobs and paying $2000 bonus to U.S. employees! https://t.co/47azKD0l9B,01/12/2018 02:49,19199,73432,false,9.51647E+17
Twitter for iPhone,God bless the people of Mexico City. We are with you and will be there for you.,09-19-2017 20:05:32,53528,190807,false,9.10233E+17
Twitter for iPhone,Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.,09-14-2017 19:18:14,11340,59066,false,9.0841E+17
Twitter for iPhone,We are in the NAFTA (worst trade deal ever made) renegotiation process with Mexico &amp; Canada.Both being very difficultmay have to terminate?,08-27-2017 13:51:35,19214,82758,false,9.01804E+17
Twitter for iPhone,With Mexico being one of the highest crime Nations in the world we must have THE WALL. Mexico will pay for it through reimbursement/other.,08-27-2017 13:44:11,26925,103497,false,9.01803E+17
Twitter for iPhone,New Sugar deal negotiated with Mexico is a very good one for both Mexico and the U.S. Had no deal for many years which hurt U.S. badly.,06-29-2017 12:27:35,17960,83921,false,8.80402E+17
Twitter for iPhone,Mexico was just ranked the second deadliest country in the world after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!,06-22-2017 22:15:39,43956,143033,false,8.78014E+17
Twitter for iPhone,RT @DRUDGE_REPORT: MEXICO 2ND DEADLIEST COUNTRY; TOPS AFGHAN IRAQ... https://t.co/i4FtSpLiHV,05/10/2017 11:21,7297,0,true,8.62266E+17
Twitter for iPhone,Rexnord of Indiana made a deal during the Obama Administration to move to Mexico. Fired their employees. Tax product big that's sold in U.S.,05/07/2017 22:58,10426,44843,false,8.61355E+17
Twitter for iPhone,I received calls from the President of Mexico and the Prime Minister of Canada asking to renegotiate NAFTA rather than terminate. I agreed..,04-27-2017 11:12:12,16005,70086,false,8.57553E+17
Twitter for iPhone,Eventually but at a later date so we can get started early Mexico will be paying in some form for the badly needed border wall.,04-23-2017 15:44:59,15090,64063,false,8.56172E+17
Twitter for Android,Mexico has taken advantage of the U.S. for long enough. Massive trade deficits &amp; little help on the very weak border must change NOW!,01-27-2017 13:19:10,30604,160660,false,8.2497E+17
Twitter for Android,of jobs and companies lost. If Mexico is unwilling to pay for the badly needed wall then it would be better to cancel the upcoming meeting.,01-26-2017 13:55:03,28106,115631,false,8.24617E+17
Twitter for Android,The U.S. has a 60 billion dollar trade deficit with Mexico. It has been a one-sided deal from the beginning of NAFTA with massive numbers...,01-26-2017 13:51:46,25881,106893,false,8.24616E+17
Twitter for Android,Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp; Fiat C!,01/09/2017 14:16,23379,109595,false,8.18461E+17
Twitter for Android,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,01/09/2017 04:05,19152,77977,false,8.18308E+17
Twitter for Android,The dishonest media does not report that any money spent on building the Great Wall (for sake of speed) will be paid back by Mexico later!,01/06/2017 11:19,19129,65840,false,8.1733E+17
Twitter for Android,Toyota Motor said will build a new plant in Baja Mexico to build Corolla cars for U.S. NO WAY! Build plant in U.S. or pay big border tax.,01/05/2017 18:14,32121,107842,false,8.17072E+17
Twitter for Android,Thank you to Ford for scrapping a new plant in Mexico and creating 700 new jobs in the U.S. This is just the beginning - much more to follow,01/04/2017 13:19,19529,86542,false,8.16635E+17
Twitter for iPhone,@DanScavino: Ford to scrap Mexico plant invest in Michigan due to Trump policieshttps://t.co/137nUo03Gl,01/03/2017 16:44,15571,52850,false,8.16324E+17
Twitter for Android,Yes it is true - Carlos Slim the great businessman from Mexico called me about getting together for a meeting. We met HE IS A GREAT GUY!,12-20-2016 20:27:57,15663,68359,false,8.11307E+17
Twitter for Android,Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!,12/03/2016 03:06,17475,64422,false,8.04885E+17
Twitter for Android,Just got a call from my friend Bill Ford Chairman of Ford who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico,11-18-2016 02:01:52,49187,166484,false,7.99432E+17
Twitter for iPhone,Beautiful rally in Albuquerque New Mexico this evening - thank you. Get out &amp; VOTE! #DrainTheSwampWatch rally:… https://t.co/K2RSgt2Zh5,10-31-2016 02:52:08,12825,29251,false,7.92922E+17
Twitter for iPhone,Great day in Colorado &amp; Arizona. Will be in Nevada Colorado and New Mexico tomorrow - join me!Tickets:… https://t.co/vMPTsLXsCT,10-30-2016 01:36:25,10770,26717,false,7.92541E+17
Twitter for iPhone,With Luis Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted.,09/08/2016 18:17,4970,16819,false,7.73948E+17
Twitter for iPhone,Mexico has lost a brilliant finance minister and wonderful man who I know is highly respected by President Peña Nieto.,09/08/2016 18:16,4833,17080,false,7.73948E+17
Twitter for Android,Mexico will pay for the wall!,09/01/2016 10:31,36616,62418,false,7.71294E+17
Twitter for iPhone,Mexico will pay for the wall - 100%!#MakeAmericaGreatAgain #ImWithYouhttps://t.co/pSFuPZz0xP,09/01/2016 04:58,10186,21430,false,7.71211E+17
Twitter for Android,Great trip to Mexico today  - wonderful leadership and high quality people! Look forward to our next meeting.,09/01/2016 00:43,9988,34936,false,7.71146E+17
Twitter for iPhone,Hillary Clinton didn't go to Louisiana and now she didn't go to Mexico. She doesn't have the drive or stamina to MAKE AMERICA GREAT AGAIN!,09/01/2016 00:40,20309,56392,false,7.71146E+17
Twitter for Android,"Former President Vicente Fox who is railing against my visit to Mexico today also invited me when he apologized for using the ""f bomb.""",08-31-2016 13:07:38,10639,29986,false,7.70971E+17
Twitter for iPhone,I have accepted the invitation of President Enrique Pena Nieto of Mexico and look very much forward to meeting him tomorrow.,08-31-2016 02:33:22,20076,54767,false,7.70812E+17
Twitter for iPhone,Vast numbers of manufacturing jobs in Pennsylvania have moved to Mexico and other countries. That will end when I win!,08/02/2016 01:33,8482,27043,false,7.60287E+17
Twitter for Android,"The ""Rust Belt"" was created by politicians like the Clintons who allowed our jobs to be stolen from us by other countries like Mexico. END!",07-30-2016 22:12:36,9004,27400,false,7.59512E+17
Twitter for iPhone,McAllen Texas- 8 miles from U.S. - Mexico border. #Trump2016 Video: https://t.co/pQ4nSTnVrK https://t.co/dKBTP1QjH3,06-16-2016 16:50:00,3648,9294,false,7.43486E+17
Twitter for iPhone,Thank you New Mexico! #Trump2016https://t.co/wNOY8Pc2kM https://t.co/osWzVxNkJx,06/08/2016 03:39,2987,9885,false,7.40388E+17
Twitter for Android,The protesters in New Mexico were thugs who were flying the Mexican flag. The rally inside was big and beautiful but outside criminals!,05-25-2016 13:39:38,12697,34868,false,7.35465E+17
Twitter for Android,Great rally in New Mexico amazing crowd! Now in L.A. Big rally in Anaheim.,05-25-2016 05:12:44,3143,11606,false,7.35338E+17
Twitter for iPhone,Crooked Hillary just can't close the deal with Bernie. It will be the same way with ISIS and China on trade and Mexico at the border. Bad!,05/08/2016 20:15,8967,25501,false,7.29404E+17
Twitter Web Client,We must build a great wall between Mexico and the United States! https://t.co/05SjuRJFbf,04/01/2016 21:49,7324,16074,false,7.1602E+17
Twitter for Android,Ohio is losing jobs to Mexico now losing Ford (and many others). Kasich is weak on illegal immigration. We need strong borders now!,03-15-2016 15:03:34,5446,16359,false,7.09757E+17
Twitter for Android,North Carolina lost 300000 manufacturing jobs and Ohio lost 400000 since 2000. Going to Mexico etc. NO MORE IF I WIN WE WILL BRING BACK!,03-15-2016 13:37:24,6092,13952,false,7.09735E+17
Twitter for Android,Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!,03/12/2016 13:35,5939,13689,false,7.08648E+17
Twitter for Android,FMR PRES of Mexico Vicente Fox horribly used the F word when discussing the wall. He must apologize! If I did that there would be a uproar!,02-25-2016 20:27:15,5058,15954,false,7.02953E+17
Twitter for Android,@AmFree: #Trump On #Ford #Carrier Shipping #Jobs To #Mexico: ‘I’m The Only One Who Understands What’s Going On’ https://t.co/JsuiHpQpXX,02-13-2016 19:24:26,1886,4840,false,6.98589E+17
Twitter for iPhone,Now an additional 600-700 jobs in America (2000) being eliminated for move to Mexico- via Hartford Courant. https://t.co/bOIYQLqGRG,02-13-2016 15:16:43,3432,5702,false,6.98526E+17
Twitter for Android,.@AnnCoulter has been amazing. We will win and establish strong borders we will build a WALL and Mexico will pay. We will be great again!,01-23-2016 14:45:31,2315,6302,false,6.90908E+17
Twitter for Android,"When will the Democrats and Hillary in particular say ""we must build a wall a great wall and Mexico is going to pay for it?"" Never!",12-25-2015 20:45:06,2042,5823,false,6.80489E+17
Twitter for Android,Word is that Ford Motor because of my constant badgering at packed events is going to cancel their deal to go to Mexico and stay in U.S.,10-25-2015 20:36:19,3063,6373,false,6.58382E+17
Twitter for Android,@josemen31: @realDonaldTrump this Mexican here loves you man!! Keep doing your thing #mexicolovestrump  Great!,10-25-2015 18:56:40,754,1655,false,6.58357E+17
Twitter for Android,@mimi_saulino: @seanhannity @FoxNews Syrian Muslims escorted into U.S. through Mexico. Now arriving to Oklahoma and Kansas! Congress?,10-13-2015 03:30:39,1223,1560,false,6.53775E+17
Twitter Web Client,Good luck to the US Men’s National Team in tomorrow’s CONCACAF Cup vs. Mexico!  It should be a great game!  https://t.co/nH31afzjNz,10/09/2015 20:39,871,1822,false,6.52584E+17
Twitter for Android,"@Foshay504: @greta DonaldTrump-Love him! It's time to run America like a business. We've given all our wealth to China n Mexico!! No more!,07-26-2015 02:09:38,354,792,false,625125795195920384",,,,,
Twitter Web Client,Ford is MOVING jobs from Michigan to Mexico AGAIN! http://t.co/TgVQ1458AJ As President this will stop on Day One! Jobs will stay here.,07-14-2015 12:55:59,1328,1980,false,6.2094E+17
Twitter Web Client,Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.,07-13-2015 16:21:40,2031,2431,false,6.20629E+17
Twitter for Android,"When will people and the media start to apologize to me for my statement ""Mexico is sending...."" which turned out to be true?  El Chapo",07-13-2015 10:59:19,2199,3545,false,6.20548E+17
Twitter for Android,....likewise billions of dollars gets brought into Mexico    through the border. We get the killers drugs &amp; crime they get the money!,07-13-2015 10:53:14,1527,2164,false,6.20547E+17
Twitter for iPhone,Mexico's biggest drug lord escapes from jail. Unbelievable corruption and USA is paying the price.  I told you so!,07/12/2015 21:03,7119,7955,false,6.20338E+17
Twitter for Android,@BonnieKit: Thank you America Ferrara for supporting lawless criminals from Mexico. One more needless death. 2 innocent lives taken,07/03/2015 23:16,379,638,false,6.1711E+17
Twitter for Android,Mexican leaders and negotiators are much tougher and smarter than those of the U.S. Mexico is killing us on jobs and trade. WAKE UP!,07/03/2015 11:09,720,1349,false,6.16927E+17
Twitter Web Client,@RealNinjetta @ErinSiegal @AppSame @Univision http://t.co/QNOuFlufaS  My many MEXICAN friends fly to visit Mexico because UNSAFE border,07/02/2015 18:14,84,187,false,6.16671E+17
Twitter for Android,I love the Mexican people but Mexico is not our friend. They're killing us at the border and they're killing us on jobs and trade. FIGHT!,06-30-2015 12:57:28,4151,4219,false,6.15867E+17
Twitter for Android,We MUST have strong borders and stop illegal immigration. Without that we do not have a country. Also Mexico is killing U.S. on trade. WIN!,06-30-2015 12:35:44,1295,2180,false,6.15861E+17
Twitter for BlackBerry,"Must read article via @fitsnews: ""DONALD TRUMP VERSUS MEXICO"" http://t.co/tdjtvtB6NB",06-27-2015 20:40:55,212,326,false,6.14896E+17
Twitter for BlackBerry,A great article by @NolteNCspelling out the truth on Mexico trade the border &amp; illegals. Thank you @BreitbartNews http://t.co/oJnV2OXcEc,06-27-2015 20:09:25,339,417,false,6.14888E+17
Twitter for Android,The leader and negotiators representing Mexico are far smarter and more cunning than the leader and negotiators representing the U.S.!,06-27-2015 17:20:20,399,680,false,6.14846E+17
Twitter for Android,Only very stupid people think that the United States is making good trade deals with Mexico.Mexico is killing us at the border and at trade!,06-27-2015 17:17:08,584,1046,false,6.14845E+17
Twitter Web Client,.@Univision cares far more about Mexico than it does about the U.S.  Are they controlled by the Mexican government?,06-26-2015 15:13:06,772,1029,false,6.14451E+17
Twitter Web Client,I love Mexico but not the unfair trade deals that the US so stupidly makes with them. Really bad for US jobs only good for Mexico.,06-25-2015 14:27:45,1321,1911,false,6.14078E+17
Twitter Web Client,Univision wants to back out of signed @MissUniverse contract because I exposed the terrible trade deals that the U.S. makes with Mexico.,06-25-2015 14:27:20,1055,1172,false,6.14077E+17
Twitter for Android,Mexico is killing the United States economically because their leaders and negotiators are FAR smarter than ours. But nobody beats Trump!,06-20-2015 01:54:25,1033,1770,false,6.12076E+17
Twitter for Android,I like Mexico and love the spirit of  Mexican people but we must protect our borders from people from all over pouring into the U.S.,06-20-2015 01:15:22,1266,2118,false,6.12066E+17
Twitter Web Client,Via @G_Liberty_Voice by Melody Dareing: “Donald Trump Wants to Build a Wall Between U.S. And Mexico” http://t.co/fpYTPAInv0,06/01/2015 16:45,24,51,false,6.05415E+17
Twitter for Android,@2014_vince: @realDonaldTrump bring jobs back from asia and mexico..vote trump for wage justice,05-27-2015 00:34:10,13,39,false,6.03358E+17
Twitter for Android,"@thehill: Donald Trump on Mexico: I would build a wall like nobody can build a wall"" http://t.co/KSasQjervA http://t.co/sVZoergra9"" True.",05-26-2015 00:18:03,192,358,false,6.02992E+17
Twitter Web Client,My @TheBrodyFile int. from Iowa on how I would build a wall to secure our Southern Border &amp; deduct costs from Mexico http://t.co/G0m5cYcCgk,05-20-2015 20:22:36,25,42,false,6.01121E+17
Twitter for Android,"@FlyOSUBuckeye1:Really hoping you announce a 2016 run soon! @Ford building more factories in Mexico! #EatingOurLunch http://t.co/bGcmnwI7f8,05-06-2015 02:31:34,17,32,false,595777899556380672",,,,,
Twitter for Android,@chingaling3: @realDonaldTrump Praying for you the Mexico situation and your decision to run for President May God guide you,04-27-2015 12:41:15,9,18,false,5.9267E+17
Twitter for Android,@Sebastian_Rey10: “@CNBC: Ford is planning a $2500000000 investment @realDonaldTrump in MEXICO!!!!  The U.S. is getting killed!,04-18-2015 08:46:19,43,51,false,5.89349E+17
Twitter Web Client,ISIS is operating a training camp 8 miles outside our Southern border http://t.co/P8arBncO0A We need a wall. Deduct costs from Mexico!,04-17-2015 13:17:33,223,227,false,5.89055E+17
Twitter Web Client,Mexico’s court system is a dishonest joke. I am owed a lot of money &amp; nothing happens.,04-16-2015 19:41:43,104,137,false,5.88789E+17
Twitter Web Client,Rodolfo Rosas Moya and his pals in Mexico owe me a lot of money. Disgusting &amp; slow Mexico court system. Mexico is not a U.S. friend.,04-16-2015 19:41:26,268,194,false,5.88789E+17
Twitter for Android,@calicombo: @realDonaldTrump @ALEKSMM ford is building a factory in Mexico. Should be in U.S.,04-16-2015 04:01:58,15,32,false,5.88553E+17
Twitter for Android,"@ALEKSMM:  I have a lawsuit in Mexico’s corrupt court system that I won but so far can’t collect. Don’t do business with Mexico!"",04-16-2015 03:55:36,24,34,false,588551286892670976",,,,,
Twitter for Android,@dashing1995: You've said Mexico is not a friend. I agree. USA faces Mexico tomorrow in soccer. @ussoccer could use a shout out from you.,04-15-2015 12:08:34,21,36,false,5.88313E+17
Twitter for Android,"@Josh_Millard16: I'm loving everything DonaldTrump has been saying about the Iranian Nuclear deal China Mexico and the border.Please run,04-01-2015 06:24:59,10,29,false,583153063806046208",,,,,
Twitter for Android,@EJ1469: @realDonaldTrump well half of Mexico will see the event because they are here in the USA,03/06/2015 02:48,12,55,false,5.73676E+17
Twitter for Android,Mexico's court system  corrupt.I want nothing to do with Mexico other than to build an impenetrable WALL and stop them from ripping off U.S.,03/06/2015 00:50,1358,1015,false,5.73647E+17
Twitter Web Client,Because of Rodolfo Rosas Moya who owes me lots of money Mexico will never again host the Miss Universe Pageant.,03/05/2015 22:57,499,554,false,5.73618E+17
Twitter Web Client,Despite Mexico's interest in again hosting the Miss Universe Pageant it will be because of Rodolfo Rosas Moya that it will never happen.,03/05/2015 22:52,135,137,false,5.73617E+17
Twitter Web Client,So many people are angry at my comments on Mexico—but face it—Mexico is totally ripping off the US. Our politicians are dummies!,02-25-2015 15:30:57,665,580,false,5.70607E+17
Twitter for Android,The Mexican legal system is corrupt as is much of Mexico. Pay me the money that is owed me now - and stop sending criminals over our border,02-25-2015 00:47:50,2095,1342,false,5.70385E+17
Twitter Web Client,I have a lawsuit in Mexico’s corrupt court system that I won but so far can’t collect. Don’t do business with Mexico!,02-24-2015 14:54:10,2322,1248,false,5.70235E+17
Twitter Web Client,The Oscars were a great night for Mexico &amp; why not—they are ripping off the US more than almost any other nation.,02-24-2015 14:53:42,1184,637,false,5.70235E+17
Twitter for Android,@PoloMurillo101: @realDonaldTrump we all love you in Mexico Donald! You are our role model!!  Thanks!,11-28-2014 09:50:27,10,16,false,5.38269E+17
Twitter for Android,@seyjohnny: Obama traded 5 low life's from Gitmo for a soldier who was considered a deserter but did nothing for the soldier in Mexico,11/03/2014 01:26,194,240,false,5.29082E+17
Twitter for Android,"@Nardokids:I believe you had a huge part in bringing our soldier out of Mexico. As the Mom of an Airman I thank you for your efforts.Thanks,11-03-2014 01:20:45,29,70,false,529080707839430656",,,,,
Twitter for Android,"@Stay_on_Green: Andrew Tahmooressi has been freed by Mexico. Obama didn't do anything. But I think that @realDonaldTrump did.,11-01-2014 01:15:16,73,108,false,528354554782679040",,,,,
Twitter for Android,"@moose_taz: @foxandfriends @realDonaldTrump 1000% right about Mexico agenda and impossible citizenship process God can't we wake up.,10-27-2014 11:29:38,20,36,false,526697223594467330",,,,,
