Fecha,Determinación,"Publicación
DOF","Para solventar
obligaciones"
12/10/2007,10.8252,10.8101,10.8383
13/10/2007,N/E,N/E,10.8101
14/10/2007,N/E,N/E,10.8101
15/10/2007,10.8133,10.8252,10.8101
16/10/2007,10.8418,10.8133,10.8252
17/10/2007,10.8181,10.8418,10.8133
18/10/2007,10.8133,10.8181,10.8418
19/10/2007,10.7976,10.8133,10.8181
20/10/2007,N/E,N/E,10.8133
21/10/2007,N/E,N/E,10.8133
22/10/2007,10.8404,10.7976,10.8133
23/10/2007,10.8240,10.8404,10.7976
24/10/2007,10.8348,10.8240,10.8404
25/10/2007,10.8291,10.8348,10.8240
26/10/2007,10.7523,10.8291,10.8348
27/10/2007,N/E,N/E,10.8291
28/10/2007,N/E,N/E,10.8291
29/10/2007,10.7112,10.7523,10.8291
30/10/2007,10.7198,10.7112,10.7523
31/10/2007,10.7023,10.7198,10.7112
01/11/2007,10.6639,10.7023,10.7198
02/11/2007,N/E,N/E,10.7023
03/11/2007,N/E,N/E,10.7023
04/11/2007,N/E,N/E,10.7023
05/11/2007,10.7308,10.6639,10.7023
06/11/2007,10.7046,10.7308,10.6639
07/11/2007,10.7435,10.7046,10.7308
08/11/2007,10.8108,10.7435,10.7046
09/11/2007,10.8808,10.8108,10.7435
10/11/2007,N/E,N/E,10.8108
11/11/2007,N/E,N/E,10.8108
12/11/2007,10.9378,10.8808,10.8108
13/11/2007,10.8941,10.9378,10.8808
14/11/2007,10.8685,10.8941,10.9378
15/11/2007,10.9145,10.8685,10.8941
16/11/2007,10.9353,10.9145,10.8685
17/11/2007,N/E,N/E,10.9145
18/11/2007,N/E,N/E,10.9145
19/11/2007,N/E,N/E,10.9145
20/11/2007,10.9687,10.9353,10.9145
21/11/2007,11.0037,10.9687,10.9353
22/11/2007,10.9790,11.0037,10.9687
23/11/2007,10.9733,10.9790,11.0037
24/11/2007,N/E,N/E,10.9790
25/11/2007,N/E,N/E,10.9790
26/11/2007,10.9810,10.9733,10.9790
27/11/2007,10.9695,10.9810,10.9733
28/11/2007,10.9345,10.9695,10.9810
29/11/2007,10.9417,10.9345,10.9695
30/11/2007,10.8968,10.9417,10.9345
01/12/2007,N/E,N/E,10.9417
02/12/2007,N/E,N/E,10.9417
03/12/2007,10.9124,10.8968,10.9417
04/12/2007,10.9059,10.9124,10.8968
05/12/2007,10.8592,10.9059,10.9124
06/12/2007,10.8367,10.8592,10.9059
07/12/2007,10.8128,10.8367,10.8592
08/12/2007,N/E,N/E,10.8367
09/12/2007,N/E,N/E,10.8367
10/12/2007,10.8185,10.8128,10.8367
11/12/2007,10.8025,10.8185,10.8128
12/12/2007,N/E,N/E,10.8185
13/12/2007,10.8376,10.8025,10.8185
14/12/2007,10.8249,10.8376,10.8025
15/12/2007,N/E,N/E,10.8376
16/12/2007,N/E,N/E,10.8376
17/12/2007,10.8460,10.8249,10.8376
18/12/2007,10.8553,10.8460,10.8249
19/12/2007,10.8412,10.8553,10.8460
20/12/2007,10.8363,10.8412,10.8553
21/12/2007,10.8203,10.8363,10.8412
22/12/2007,N/E,N/E,10.8363
23/12/2007,N/E,N/E,10.8363
24/12/2007,10.8132,10.8203,10.8363
25/12/2007,N/E,N/E,10.8203
26/12/2007,10.8105,10.8132,10.8203
27/12/2007,10.8662,10.8105,10.8132
28/12/2007,10.9043,10.8662,10.8105
29/12/2007,N/E,N/E,10.8662
30/12/2007,N/E,N/E,10.8662
31/12/2007,10.9157,10.9043,10.8662
01/01/2008,N/E,N/E,10.9043
02/01/2008,10.8972,10.9157,10.9043
03/01/2008,10.8842,10.8972,10.9157
04/01/2008,10.9277,10.8842,10.8972
05/01/2008,N/E,N/E,10.8842
06/01/2008,N/E,N/E,10.8842
07/01/2008,10.9208,10.9277,10.8842
08/01/2008,10.8850,10.9208,10.9277
09/01/2008,10.9620,10.8850,10.9208
10/01/2008,10.9572,10.9620,10.8850
11/01/2008,10.9318,10.9572,10.9620
12/01/2008,N/E,N/E,10.9572
13/01/2008,N/E,N/E,10.9572
14/01/2008,10.9140,10.9318,10.9572
15/01/2008,10.9203,10.9140,10.9318
16/01/2008,10.9458,10.9203,10.9140
17/01/2008,10.9445,10.9458,10.9203
18/01/2008,10.9235,10.9445,10.9458
19/01/2008,N/E,N/E,10.9445
20/01/2008,N/E,N/E,10.9445
21/01/2008,10.9813,10.9235,10.9445
22/01/2008,10.9232,10.9813,10.9235
23/01/2008,10.9522,10.9232,10.9813
24/01/2008,10.8934,10.9522,10.9232
25/01/2008,10.8698,10.8934,10.9522
26/01/2008,N/E,N/E,10.8934
27/01/2008,N/E,N/E,10.8934
28/01/2008,10.8784,10.8698,10.8934
29/01/2008,10.8444,10.8784,10.8698
30/01/2008,10.8374,10.8444,10.8784
31/01/2008,10.8262,10.8374,10.8444
01/02/2008,10.8138,10.8262,10.8374
02/02/2008,N/E,N/E,10.8262
03/02/2008,N/E,N/E,10.8262
04/02/2008,N/E,N/E,10.8262
05/02/2008,10.8289,10.8138,10.8262
06/02/2008,10.8227,10.8289,10.8138
07/02/2008,10.8040,10.8227,10.8289
08/02/2008,10.7575,10.8040,10.8227
09/02/2008,N/E,N/E,10.8040
10/02/2008,N/E,N/E,10.8040
11/02/2008,10.7736,10.7575,10.8040
12/02/2008,10.7465,10.7736,10.7575
13/02/2008,10.7509,10.7465,10.7736
14/02/2008,10.7413,10.7509,10.7465
15/02/2008,10.7653,10.7413,10.7509
16/02/2008,N/E,N/E,10.7413
17/02/2008,N/E,N/E,10.7413
18/02/2008,10.7350,10.7653,10.7413
19/02/2008,10.7489,10.7350,10.7653
20/02/2008,10.7939,10.7489,10.7350
21/02/2008,10.7980,10.7939,10.7489
22/02/2008,10.7818,10.7980,10.7939
23/02/2008,N/E,N/E,10.7980
24/02/2008,N/E,N/E,10.7980
25/02/2008,10.7855,10.7818,10.7980
26/02/2008,10.7430,10.7855,10.7818
27/02/2008,10.7344,10.7430,10.7855
28/02/2008,10.6813,10.7344,10.7430
29/02/2008,10.7243,10.6813,10.7344
01/03/2008,N/E,N/E,10.6813
02/03/2008,N/E,N/E,10.6813
03/03/2008,10.7046,10.7243,10.6813
04/03/2008,10.7098,10.7046,10.7243
05/03/2008,10.6978,10.7098,10.7046
06/03/2008,10.7649,10.6978,10.7098
07/03/2008,10.8383,10.7649,10.6978
08/03/2008,N/E,N/E,10.7649
09/03/2008,N/E,N/E,10.7649
10/03/2008,10.8478,10.8383,10.7649
11/03/2008,10.7965,10.8478,10.8383
12/03/2008,10.7735,10.7965,10.8478
13/03/2008,10.7778,10.7735,10.7965
14/03/2008,10.7613,10.7778,10.7735
15/03/2008,N/E,N/E,10.7778
16/03/2008,N/E,N/E,10.7778
17/03/2008,N/E,N/E,10.7778
18/03/2008,10.7040,10.7613,10.7778
19/03/2008,10.6944,10.7040,10.7613
20/03/2008,N/E,N/E,10.7040
21/03/2008,N/E,N/E,10.7040
22/03/2008,N/E,N/E,10.7040
23/03/2008,N/E,N/E,10.7040
24/03/2008,10.6748,10.6944,10.7040
25/03/2008,10.6793,10.6748,10.6944
26/03/2008,10.6957,10.6793,10.6748
27/03/2008,10.6962,10.6957,10.6793
28/03/2008,10.6987,10.6962,10.6957
29/03/2008,N/E,N/E,10.6962
30/03/2008,N/E,N/E,10.6962
31/03/2008,10.6482,10.6987,10.6962
01/04/2008,10.5985,10.6482,10.6987
02/04/2008,10.5557,10.5985,10.6482
03/04/2008,10.5644,10.5557,10.5985
04/04/2008,10.5590,10.5644,10.5557
05/04/2008,N/E,N/E,10.5644
06/04/2008,N/E,N/E,10.5644
07/04/2008,10.5395,10.5590,10.5644
08/04/2008,10.5610,10.5395,10.5590
09/04/2008,10.5552,10.5610,10.5395
10/04/2008,10.5503,10.5552,10.5610
11/04/2008,10.5337,10.5503,10.5552
12/04/2008,N/E,N/E,10.5503
13/04/2008,N/E,N/E,10.5503
14/04/2008,10.4919,10.5337,10.5503
15/04/2008,10.4843,10.4919,10.5337
16/04/2008,10.4579,10.4843,10.4919
17/04/2008,10.4828,10.4579,10.4843
18/04/2008,10.4610,10.4828,10.4579
19/04/2008,N/E,N/E,10.4828
20/04/2008,N/E,N/E,10.4828
21/04/2008,10.5223,10.4610,10.4828
22/04/2008,10.5181,10.5223,10.4610
23/04/2008,10.4868,10.5181,10.5223
24/04/2008,10.4620,10.4868,10.5181
25/04/2008,10.4702,10.4620,10.4868
26/04/2008,N/E,N/E,10.4620
27/04/2008,N/E,N/E,10.4620
28/04/2008,10.4464,10.4702,10.4620
29/04/2008,10.5272,10.4464,10.4702
30/04/2008,10.5095,10.5272,10.4464
01/05/2008,N/E,N/E,10.5272
02/05/2008,10.4585,10.5095,10.5272
03/05/2008,N/E,N/E,10.5095
04/05/2008,N/E,N/E,10.5095
05/05/2008,10.4687,10.4585,10.5095
06/05/2008,10.4937,10.4687,10.4585
07/05/2008,10.5390,10.4937,10.4687
08/05/2008,10.5465,10.5390,10.4937
09/05/2008,10.5666,10.5465,10.5390
10/05/2008,N/E,N/E,10.5465
11/05/2008,N/E,N/E,10.5465
12/05/2008,10.5058,10.5666,10.5465
13/05/2008,10.4835,10.5058,10.5666
14/05/2008,10.4884,10.4835,10.5058
15/05/2008,10.4769,10.4884,10.4835
16/05/2008,10.4266,10.4769,10.4884
17/05/2008,N/E,N/E,10.4769
18/05/2008,N/E,N/E,10.4769
19/05/2008,10.3792,10.4266,10.4769
20/05/2008,10.4002,10.3792,10.4266
21/05/2008,10.3644,10.4002,10.3792
22/05/2008,10.3810,10.3644,10.4002
23/05/2008,10.4000,10.3810,10.3644
24/05/2008,N/E,N/E,10.3810
25/05/2008,N/E,N/E,10.3810
26/05/2008,10.3848,10.4000,10.3810
27/05/2008,10.3925,10.3848,10.4000
28/05/2008,10.3447,10.3925,10.3848
29/05/2008,10.3066,10.3447,10.3925
30/05/2008,10.3306,10.3066,10.3447
31/05/2008,N/E,N/E,10.3066
01/06/2008,N/E,N/E,10.3066
02/06/2008,10.3417,10.3306,10.3066
03/06/2008,10.2992,10.3417,10.3306
04/06/2008,10.3211,10.2992,10.3417
05/06/2008,10.3108,10.3211,10.2992
06/06/2008,10.3582,10.3108,10.3211
07/06/2008,N/E,N/E,10.3108
08/06/2008,N/E,N/E,10.3108
09/06/2008,10.3620,10.3582,10.3108
10/06/2008,10.3847,10.3620,10.3582
11/06/2008,10.4268,10.3847,10.3620
12/06/2008,10.3950,10.4268,10.3847
13/06/2008,10.3655,10.3950,10.4268
14/06/2008,N/E,N/E,10.3950
15/06/2008,N/E,N/E,10.3950
16/06/2008,10.3399,10.3655,10.3950
17/06/2008,10.3153,10.3399,10.3655
18/06/2008,10.2935,10.3153,10.3399
19/06/2008,10.3156,10.2935,10.3153
20/06/2008,10.2753,10.3156,10.2935
21/06/2008,N/E,N/E,10.3156
22/06/2008,N/E,N/E,10.3156
23/06/2008,10.3032,10.2753,10.3156
24/06/2008,10.3180,10.3032,10.2753
25/06/2008,10.2938,10.3180,10.3032
26/06/2008,10.2841,10.2938,10.3180
27/06/2008,10.3028,10.2841,10.2938
28/06/2008,N/E,N/E,10.2841
29/06/2008,N/E,N/E,10.2841
30/06/2008,10.3069,10.3028,10.2841
01/07/2008,10.3908,10.3069,10.3028
02/07/2008,10.3722,10.3908,10.3069
03/07/2008,10.3692,10.3722,10.3908
04/07/2008,10.3411,10.3692,10.3722
05/07/2008,N/E,N/E,10.3692
06/07/2008,N/E,N/E,10.3692
07/07/2008,10.3263,10.3411,10.3692
08/07/2008,10.3363,10.3263,10.3411
09/07/2008,10.2993,10.3363,10.3263
10/07/2008,10.3076,10.2993,10.3363
11/07/2008,10.3120,10.3076,10.2993
12/07/2008,N/E,N/E,10.3076
13/07/2008,N/E,N/E,10.3076
14/07/2008,10.2925,10.3120,10.3076
15/07/2008,10.3229,10.2925,10.3120
16/07/2008,10.2608,10.3229,10.2925
17/07/2008,10.2311,10.2608,10.3229
18/07/2008,10.2047,10.2311,10.2608
19/07/2008,N/E,N/E,10.2311
20/07/2008,N/E,N/E,10.2311
21/07/2008,10.1708,10.2047,10.2311
22/07/2008,10.1178,10.1708,10.2047
23/07/2008,10.0552,10.1178,10.1708
24/07/2008,10.0264,10.0552,10.1178
25/07/2008,10.0190,10.0264,10.0552
26/07/2008,N/E,N/E,10.0264
27/07/2008,N/E,N/E,10.0264
28/07/2008,10.0706,10.0190,10.0264
29/07/2008,10.0610,10.0706,10.0190
30/07/2008,10.0340,10.0610,10.0706
31/07/2008,10.0353,10.0340,10.0610
01/08/2008,9.9705,10.0353,10.0340
02/08/2008,N/E,N/E,10.0353
03/08/2008,N/E,N/E,10.0353
04/08/2008,9.9335,9.9705,10.0353
05/08/2008,9.9180,9.9335,9.9705
06/08/2008,9.9485,9.9180,9.9335
07/08/2008,9.9877,9.9485,9.9180
08/08/2008,10.1305,9.9877,9.9485
09/08/2008,N/E,N/E,9.9877
10/08/2008,N/E,N/E,9.9877
11/08/2008,10.1295,10.1305,9.9877
12/08/2008,10.1590,10.1295,10.1305
13/08/2008,10.1968,10.1590,10.1295
14/08/2008,10.1586,10.1968,10.1590
15/08/2008,10.1966,10.1586,10.1968
16/08/2008,N/E,N/E,10.1586
17/08/2008,N/E,N/E,10.1586
18/08/2008,10.1395,10.1966,10.1586
19/08/2008,10.1867,10.1395,10.1966
20/08/2008,10.1343,10.1867,10.1395
21/08/2008,10.1106,10.1343,10.1867
22/08/2008,10.0991,10.1106,10.1343
23/08/2008,N/E,N/E,10.1106
24/08/2008,N/E,N/E,10.1106
25/08/2008,10.1183,10.0991,10.1106
26/08/2008,10.1730,10.1183,10.0991
27/08/2008,10.1421,10.1730,10.1183
28/08/2008,10.1822,10.1421,10.1730
29/08/2008,10.2847,10.1822,10.1421
30/08/2008,N/E,N/E,10.1822
31/08/2008,N/E,N/E,10.1822
01/09/2008,10.3423,10.2847,10.1822
02/09/2008,10.3781,10.3423,10.2847
03/09/2008,10.3852,10.3781,10.3423
04/09/2008,10.4658,10.3852,10.3781
05/09/2008,10.5143,10.4658,10.3852
06/09/2008,N/E,N/E,10.4658
07/09/2008,N/E,N/E,10.4658
08/09/2008,10.4810,10.5143,10.4658
09/09/2008,10.5013,10.4810,10.5143
10/09/2008,10.5862,10.5013,10.4810
11/09/2008,10.6745,10.5862,10.5013
12/09/2008,10.5828,10.6745,10.5862
13/09/2008,N/E,N/E,10.6745
14/09/2008,N/E,N/E,10.6745
15/09/2008,10.7054,10.5828,10.6745
16/09/2008,N/E,N/E,10.5828
17/09/2008,10.8702,10.7054,10.5828
18/09/2008,10.8365,10.8702,10.7054
19/09/2008,10.6133,10.8365,10.8702
20/09/2008,N/E,N/E,10.8365
21/09/2008,N/E,N/E,10.8365
22/09/2008,10.5879,10.6133,10.8365
23/09/2008,10.7264,10.5879,10.6133
24/09/2008,10.7879,10.7264,10.5879
25/09/2008,10.7653,10.7879,10.7264
26/09/2008,10.7919,10.7653,10.7879
27/09/2008,N/E,N/E,10.7653
28/09/2008,N/E,N/E,10.7653
29/09/2008,10.9397,10.7919,10.7653
30/09/2008,10.9814,10.9397,10.7919
01/10/2008,10.9811,10.9814,10.9397
02/10/2008,11.1296,10.9811,10.9814
03/10/2008,11.1188,11.1296,10.9811
04/10/2008,N/E,N/E,11.1296
05/10/2008,N/E,N/E,11.1296
06/10/2008,11.7667,11.1188,11.1296
07/10/2008,12.1196,11.7667,11.1188
08/10/2008,13.0417,12.1196,11.7667
09/10/2008,12.4433,13.0417,12.1196
10/10/2008,13.0867,12.4433,13.0417
11/10/2008,N/E,N/E,12.4433
12/10/2008,N/E,N/E,12.4433
13/10/2008,12.3743,13.0867,12.4433
14/10/2008,12.3450,12.3743,13.0867
15/10/2008,12.7192,12.3450,12.3743
16/10/2008,13.0633,12.7192,12.3450
17/10/2008,12.8475,13.0633,12.7192
18/10/2008,N/E,N/E,13.0633
19/10/2008,N/E,N/E,13.0633
20/10/2008,12.7617,12.8475,13.0633
21/10/2008,13.1233,12.7617,12.8475
22/10/2008,13.5592,13.1233,12.7617
23/10/2008,13.5025,13.5592,13.1233
24/10/2008,13.4000,13.5025,13.5592
25/10/2008,N/E,N/E,13.5025
26/10/2008,N/E,N/E,13.5025
27/10/2008,13.3083,13.4000,13.5025
28/10/2008,13.3692,13.3083,13.4000
29/10/2008,12.9142,13.3692,13.3083
30/10/2008,12.8342,12.9142,13.3692
31/10/2008,12.7125,12.8342,12.9142
01/11/2008,N/E,N/E,12.8342
02/11/2008,N/E,N/E,12.8342
03/11/2008,12.7875,12.7125,12.8342
04/11/2008,12.4862,12.7875,12.7125
05/11/2008,12.6042,12.4862,12.7875
06/11/2008,12.9500,12.6042,12.4862
07/11/2008,12.8392,12.9500,12.6042
08/11/2008,N/E,N/E,12.9500
09/11/2008,N/E,N/E,12.9500
10/11/2008,12.7850,12.8392,12.9500
11/11/2008,12.9892,12.7850,12.8392
12/11/2008,13.0875,12.9892,12.7850
13/11/2008,13.1663,13.0875,12.9892
14/11/2008,13.0242,13.1663,13.0875
15/11/2008,N/E,N/E,13.1663
16/11/2008,N/E,N/E,13.1663
17/11/2008,N/E,N/E,13.1663
18/11/2008,13.1950,13.0242,13.1663
19/11/2008,13.1800,13.1950,13.0242
20/11/2008,13.5758,13.1800,13.1950
21/11/2008,13.9183,13.5758,13.1800
22/11/2008,N/E,N/E,13.5758
23/11/2008,N/E,N/E,13.5758
24/11/2008,13.4958,13.9183,13.5758
25/11/2008,13.3142,13.4958,13.9183
26/11/2008,13.2117,13.3142,13.4958
27/11/2008,13.2325,13.2117,13.3142
28/11/2008,13.3225,13.2325,13.2117
29/11/2008,N/E,N/E,13.2325
30/11/2008,N/E,N/E,13.2325
01/12/2008,13.5800,13.3225,13.2325
02/12/2008,13.5300,13.5800,13.3225
03/12/2008,13.5996,13.5300,13.5800
04/12/2008,13.5358,13.5996,13.5300
05/12/2008,13.7567,13.5358,13.5996
06/12/2008,N/E,N/E,13.5358
07/12/2008,N/E,N/E,13.5358
08/12/2008,13.4597,13.7567,13.5358
09/12/2008,13.4921,13.4597,13.7567
10/12/2008,13.4722,13.4921,13.4597
11/12/2008,13.1821,13.4722,13.4921
12/12/2008,N/E,N/E,13.4722
13/12/2008,N/E,N/E,13.4722
14/12/2008,N/E,N/E,13.4722
15/12/2008,13.3317,13.1821,13.4722
16/12/2008,13.2717,13.3317,13.1821
17/12/2008,13.1275,13.2717,13.3317
18/12/2008,13.2150,13.1275,13.2717
19/12/2008,13.1197,13.2150,13.1275
20/12/2008,N/E,N/E,13.2150
21/12/2008,N/E,N/E,13.2150
22/12/2008,13.1742,13.1197,13.2150
23/12/2008,13.2175,13.1742,13.1197
24/12/2008,13.3114,13.2175,13.1742
25/12/2008,N/E,N/E,13.2175
26/12/2008,13.3538,13.3114,13.2175
27/12/2008,N/E,N/E,13.3114
28/12/2008,N/E,N/E,13.3114
29/12/2008,13.5383,13.3538,13.3114
30/12/2008,13.7738,13.5383,13.3538
31/12/2008,13.8325,13.7738,13.5383
01/01/2009,N/E,N/E,13.7738
02/01/2009,13.7678,13.8325,13.7738
03/01/2009,N/E,N/E,13.8325
04/01/2009,N/E,N/E,13.8325
05/01/2009,13.5507,13.7678,13.8325
06/01/2009,13.3458,13.5507,13.7678
07/01/2009,13.4136,13.3458,13.5507
08/01/2009,13.5045,13.4136,13.3458
09/01/2009,13.7008,13.5045,13.4136
10/01/2009,N/E,N/E,13.5045
11/01/2009,N/E,N/E,13.5045
12/01/2009,13.7608,13.7008,13.5045
13/01/2009,13.8390,13.7608,13.7008
14/01/2009,14.1083,13.8390,13.7608
15/01/2009,14.2192,14.1083,13.8390
16/01/2009,13.9058,14.2192,14.1083
17/01/2009,N/E,N/E,14.2192
18/01/2009,N/E,N/E,14.2192
19/01/2009,13.9777,13.9058,14.2192
20/01/2009,13.9382,13.9777,13.9058
21/01/2009,13.9145,13.9382,13.9777
22/01/2009,13.9325,13.9145,13.9382
23/01/2009,14.0950,13.9325,13.9145
24/01/2009,N/E,N/E,13.9325
25/01/2009,N/E,N/E,13.9325
26/01/2009,13.9342,14.0950,13.9325
27/01/2009,14.1675,13.9342,14.0950
28/01/2009,14.1513,14.1675,13.9342
29/01/2009,14.1975,14.1513,14.1675
30/01/2009,14.3097,14.1975,14.1513
31/01/2009,N/E,N/E,14.1975
01/02/2009,N/E,N/E,14.1975
02/02/2009,N/E,N/E,14.1975
03/02/2009,14.5404,14.3097,14.1975
04/02/2009,14.4667,14.5404,14.3097
05/02/2009,14.2945,14.4667,14.5404
06/02/2009,14.1778,14.2945,14.4667
07/02/2009,N/E,N/E,14.2945
08/02/2009,N/E,N/E,14.2945
09/02/2009,14.1392,14.1778,14.2945
10/02/2009,14.3575,14.1392,14.1778
11/02/2009,14.5313,14.3575,14.1392
12/02/2009,14.6013,14.5313,14.3575
13/02/2009,14.4326,14.6013,14.5313
14/02/2009,N/E,N/E,14.6013
15/02/2009,N/E,N/E,14.6013
16/02/2009,14.5288,14.4326,14.6013
17/02/2009,14.6118,14.5288,14.4326
18/02/2009,14.6725,14.6118,14.5288
19/02/2009,14.5505,14.6725,14.6118
20/02/2009,14.8163,14.5505,14.6725
21/02/2009,N/E,N/E,14.5505
22/02/2009,N/E,N/E,14.5505
23/02/2009,14.8528,14.8163,14.5505
24/02/2009,14.8327,14.8528,14.8163
25/02/2009,14.9275,14.8327,14.8528
26/02/2009,14.9322,14.9275,14.8327
27/02/2009,15.0698,14.9322,14.9275
28/02/2009,N/E,N/E,14.9322
01/03/2009,N/E,N/E,14.9322
02/03/2009,15.3650,15.0698,14.9322
03/03/2009,15.3372,15.3650,15.0698
04/03/2009,15.2178,15.3372,15.3650
05/03/2009,15.2855,15.2178,15.3372
06/03/2009,15.2633,15.2855,15.2178
07/03/2009,N/E,N/E,15.2855
08/03/2009,N/E,N/E,15.2855
09/03/2009,15.3517,15.2633,15.2855
10/03/2009,15.3142,15.3517,15.2633
11/03/2009,15.1145,15.3142,15.3517
12/03/2009,14.9083,15.1145,15.3142
13/03/2009,14.5690,14.9083,15.1145
14/03/2009,N/E,N/E,14.9083
15/03/2009,N/E,N/E,14.9083
16/03/2009,N/E,N/E,14.9083
17/03/2009,14.0502,14.5690,14.9083
18/03/2009,14.1457,14.0502,14.5690
19/03/2009,14.0800,14.1457,14.0502
20/03/2009,14.1480,14.0800,14.1457
21/03/2009,N/E,N/E,14.0800
22/03/2009,N/E,N/E,14.0800
23/03/2009,14.3204,14.1480,14.0800
24/03/2009,14.2683,14.3204,14.1480
25/03/2009,14.2358,14.2683,14.3204
26/03/2009,14.2163,14.2358,14.2683
27/03/2009,14.3317,14.2163,14.2358
28/03/2009,N/E,N/E,14.2163
29/03/2009,N/E,N/E,14.2163
30/03/2009,14.3855,14.3317,14.2163
31/03/2009,14.1517,14.3855,14.3317
01/04/2009,13.9108,14.1517,14.3855
02/04/2009,13.7924,13.9108,14.1517
03/04/2009,13.6137,13.7924,13.9108
04/04/2009,N/E,N/E,13.7924
05/04/2009,N/E,N/E,13.7924
06/04/2009,13.6325,13.6137,13.7924
07/04/2009,13.5712,13.6325,13.6137
08/04/2009,13.3648,13.5712,13.6325
09/04/2009,N/E,N/E,13.5712
10/04/2009,N/E,N/E,13.5712
11/04/2009,N/E,N/E,13.5712
12/04/2009,N/E,N/E,13.5712
13/04/2009,13.0914,13.3648,13.5712
14/04/2009,13.0860,13.0914,13.3648
15/04/2009,13.1683,13.0860,13.0914
16/04/2009,13.0511,13.1683,13.0860
17/04/2009,13.1558,13.0511,13.1683
18/04/2009,N/E,N/E,13.0511
19/04/2009,N/E,N/E,13.0511
20/04/2009,13.3200,13.1558,13.0511
21/04/2009,13.1750,13.3200,13.1558
22/04/2009,13.1457,13.1750,13.3200
23/04/2009,13.3099,13.1457,13.1750
24/04/2009,13.2318,13.3099,13.1457
25/04/2009,N/E,N/E,13.3099
26/04/2009,N/E,N/E,13.3099
27/04/2009,13.7550,13.2318,13.3099
28/04/2009,13.8667,13.7550,13.2318
29/04/2009,13.6485,13.8667,13.7550
30/04/2009,13.8443,13.6485,13.8667
01/05/2009,N/E,N/E,13.6485
02/05/2009,N/E,N/E,13.6485
03/05/2009,N/E,N/E,13.6485
04/05/2009,13.3500,13.8443,13.6485
05/05/2009,13.2242,13.3500,13.8443
06/05/2009,13.2268,13.2242,13.3500
07/05/2009,13.1103,13.2268,13.2242
08/05/2009,13.1067,13.1103,13.2268
09/05/2009,N/E,N/E,13.1103
10/05/2009,N/E,N/E,13.1103
11/05/2009,13.1008,13.1067,13.1103
12/05/2009,13.2208,13.1008,13.1067
13/05/2009,13.3177,13.2208,13.1008
14/05/2009,13.2983,13.3177,13.2208
15/05/2009,13.2058,13.2983,13.3177
16/05/2009,N/E,N/E,13.2983
17/05/2009,N/E,N/E,13.2983
18/05/2009,13.1363,13.2058,13.2983
19/05/2009,12.9680,13.1363,13.2058
20/05/2009,12.8695,12.9680,13.1363
21/05/2009,13.1030,12.8695,12.9680
22/05/2009,13.1728,13.1030,12.8695
23/05/2009,N/E,N/E,13.1030
24/05/2009,N/E,N/E,13.1030
25/05/2009,13.1375,13.1728,13.1030
26/05/2009,13.1338,13.1375,13.1728
27/05/2009,13.1590,13.1338,13.1375
28/05/2009,13.2337,13.1590,13.1338
29/05/2009,13.1667,13.2337,13.1590
30/05/2009,N/E,N/E,13.2337
31/05/2009,N/E,N/E,13.2337
01/06/2009,13.1550,13.1667,13.2337
02/06/2009,13.2609,13.1550,13.1667
03/06/2009,13.3172,13.2609,13.1550
04/06/2009,13.2675,13.3172,13.2609
05/06/2009,13.2768,13.2675,13.3172
06/06/2009,N/E,N/E,13.2675
07/06/2009,N/E,N/E,13.2675
08/06/2009,13.4500,13.2768,13.2675
09/06/2009,13.4793,13.4500,13.2768
10/06/2009,13.6507,13.4793,13.4500
11/06/2009,13.4581,13.6507,13.4793
12/06/2009,13.3997,13.4581,13.6507
13/06/2009,N/E,N/E,13.4581
14/06/2009,N/E,N/E,13.4581
15/06/2009,13.4523,13.3997,13.4581
16/06/2009,13.3525,13.4523,13.3997
17/06/2009,13.4698,13.3525,13.4523
18/06/2009,13.3694,13.4698,13.3525
19/06/2009,13.3248,13.3694,13.4698
20/06/2009,N/E,N/E,13.3694
21/06/2009,N/E,N/E,13.3694
22/06/2009,13.3782,13.3248,13.3694
23/06/2009,13.3187,13.3782,13.3248
24/06/2009,13.3051,13.3187,13.3782
25/06/2009,13.2778,13.3051,13.3187
26/06/2009,13.2023,13.2778,13.3051
27/06/2009,N/E,N/E,13.2778
28/06/2009,N/E,N/E,13.2778
29/06/2009,13.1812,13.2023,13.2778
30/06/2009,13.1722,13.1812,13.2023
01/07/2009,13.0972,13.1722,13.1812
02/07/2009,13.1695,13.0972,13.1722
03/07/2009,13.2428,13.1695,13.0972
04/07/2009,N/E,N/E,13.1695
05/07/2009,N/E,N/E,13.1695
06/07/2009,13.2547,13.2428,13.1695
07/07/2009,13.2724,13.2547,13.2428
08/07/2009,13.4333,13.2724,13.2547
09/07/2009,13.5758,13.4333,13.2724
10/07/2009,13.7052,13.5758,13.4333
11/07/2009,N/E,N/E,13.5758
12/07/2009,N/E,N/E,13.5758
13/07/2009,13.8105,13.7052,13.5758
14/07/2009,13.7645,13.8105,13.7052
15/07/2009,13.6526,13.7645,13.8105
16/07/2009,13.5870,13.6526,13.7645
17/07/2009,13.3895,13.5870,13.6526
18/07/2009,N/E,N/E,13.5870
19/07/2009,N/E,N/E,13.5870
20/07/2009,13.3158,13.3895,13.5870
21/07/2009,13.2879,13.3158,13.3895
22/07/2009,13.2312,13.2879,13.3158
23/07/2009,13.1915,13.2312,13.2879
24/07/2009,13.2247,13.1915,13.2312
25/07/2009,N/E,N/E,13.1915
