Fecha,Determinación,"Publicación
DOF","Para solventar
obligaciones"
26/07/2009,N/E,N/E,13.1915
27/07/2009,13.2167,13.2247,13.1915
28/07/2009,13.2825,13.2167,13.2247
29/07/2009,13.2643,13.2825,13.2167
30/07/2009,13.2223,13.2643,13.2825
31/07/2009,13.2125,13.2223,13.2643
01/08/2009,N/E,N/E,13.2223
02/08/2009,N/E,N/E,13.2223
03/08/2009,13.1293,13.2125,13.2223
04/08/2009,13.1073,13.1293,13.2125
05/08/2009,13.1050,13.1073,13.1293
06/08/2009,12.9926,13.1050,13.1073
07/08/2009,12.9349,12.9926,13.1050
08/08/2009,N/E,N/E,12.9926
09/08/2009,N/E,N/E,12.9926
10/08/2009,12.9220,12.9349,12.9926
11/08/2009,12.9937,12.9220,12.9349
12/08/2009,12.9970,12.9937,12.9220
13/08/2009,12.8658,12.9970,12.9937
14/08/2009,12.8766,12.8658,12.9970
15/08/2009,N/E,N/E,12.8658
16/08/2009,N/E,N/E,12.8658
17/08/2009,12.9963,12.8766,12.8658
18/08/2009,12.9555,12.9963,12.8766
19/08/2009,12.9159,12.9555,12.9963
20/08/2009,12.8733,12.9159,12.9555
21/08/2009,12.8227,12.8733,12.9159
22/08/2009,N/E,N/E,12.8733
23/08/2009,N/E,N/E,12.8733
24/08/2009,12.8274,12.8227,12.8733
25/08/2009,12.8975,12.8274,12.8227
26/08/2009,13.1378,12.8975,12.8274
27/08/2009,13.2462,13.1378,12.8975
28/08/2009,13.2579,13.2462,13.1378
29/08/2009,N/E,N/E,13.2462
30/08/2009,N/E,N/E,13.2462
31/08/2009,13.3140,13.2579,13.2462
01/09/2009,13.5246,13.3140,13.2579
02/09/2009,13.6427,13.5246,13.3140
03/09/2009,13.5898,13.6427,13.5246
04/09/2009,13.4658,13.5898,13.6427
05/09/2009,N/E,N/E,13.5898
06/09/2009,N/E,N/E,13.5898
07/09/2009,13.3646,13.4658,13.5898
08/09/2009,13.2826,13.3646,13.4658
09/09/2009,13.3923,13.2826,13.3646
10/09/2009,13.4582,13.3923,13.2826
11/09/2009,13.3432,13.4582,13.3923
12/09/2009,N/E,N/E,13.4582
13/09/2009,N/E,N/E,13.4582
14/09/2009,13.3892,13.3432,13.4582
15/09/2009,13.3475,13.3892,13.3432
16/09/2009,N/E,N/E,13.3892
17/09/2009,13.2300,13.3475,13.3892
18/09/2009,13.2413,13.2300,13.3475
19/09/2009,N/E,N/E,13.2300
20/09/2009,N/E,N/E,13.2300
21/09/2009,13.3530,13.2413,13.2300
22/09/2009,13.3186,13.3530,13.2413
23/09/2009,13.3733,13.3186,13.3530
24/09/2009,13.4549,13.3733,13.3186
25/09/2009,13.5243,13.4549,13.3733
26/09/2009,N/E,N/E,13.4549
27/09/2009,N/E,N/E,13.4549
28/09/2009,13.5042,13.5243,13.4549
29/09/2009,13.5513,13.5042,13.5243
30/09/2009,13.4928,13.5513,13.5042
01/10/2009,13.6242,13.4928,13.5513
02/10/2009,13.6773,13.6242,13.4928
03/10/2009,N/E,N/E,13.6242
04/10/2009,N/E,N/E,13.6242
05/10/2009,13.6550,13.6773,13.6242
06/10/2009,13.4943,13.6550,13.6773
07/10/2009,13.4673,13.4943,13.6550
08/10/2009,13.3227,13.4673,13.4943
09/10/2009,13.2550,13.3227,13.4673
10/10/2009,N/E,N/E,13.3227
11/10/2009,N/E,N/E,13.3227
12/10/2009,13.2178,13.2550,13.3227
13/10/2009,13.1774,13.2178,13.2550
14/10/2009,13.0779,13.1774,13.2178
15/10/2009,13.0884,13.0779,13.1774
16/10/2009,13.1057,13.0884,13.0779
17/10/2009,N/E,N/E,13.0884
18/10/2009,N/E,N/E,13.0884
19/10/2009,13.0840,13.1057,13.0884
20/10/2009,12.9407,13.0840,13.1057
21/10/2009,12.9196,12.9407,13.0840
22/10/2009,12.9495,12.9196,12.9407
23/10/2009,12.9798,12.9495,12.9196
24/10/2009,N/E,N/E,12.9495
25/10/2009,N/E,N/E,12.9495
26/10/2009,13.1490,12.9798,12.9495
27/10/2009,13.2662,13.1490,12.9798
28/10/2009,13.2823,13.2662,13.1490
29/10/2009,13.0825,13.2823,13.2662
30/10/2009,13.1479,13.0825,13.2823
31/10/2009,N/E,N/E,13.0825
01/11/2009,N/E,N/E,13.0825
02/11/2009,N/E,N/E,13.0825
03/11/2009,13.2908,13.1479,13.0825
04/11/2009,13.2708,13.2908,13.1479
05/11/2009,13.3430,13.2708,13.2908
06/11/2009,13.3758,13.3430,13.2708
07/11/2009,N/E,N/E,13.3430
08/11/2009,N/E,N/E,13.3430
09/11/2009,13.2996,13.3758,13.3430
10/11/2009,13.2308,13.2996,13.3758
11/11/2009,13.1622,13.2308,13.2996
12/11/2009,13.2061,13.1622,13.2308
13/11/2009,13.1012,13.2061,13.1622
14/11/2009,N/E,N/E,13.2061
15/11/2009,N/E,N/E,13.2061
16/11/2009,N/E,N/E,13.2061
17/11/2009,13.0875,13.1012,13.2061
18/11/2009,12.9818,13.0875,13.1012
19/11/2009,13.0502,12.9818,13.0875
20/11/2009,13.0895,13.0502,12.9818
21/11/2009,N/E,N/E,13.0502
22/11/2009,N/E,N/E,13.0502
23/11/2009,13.0151,13.0895,13.0502
24/11/2009,12.9305,13.0151,13.0895
25/11/2009,12.8660,12.9305,13.0151
26/11/2009,12.9475,12.8660,12.9305
27/11/2009,12.9139,12.9475,12.8660
28/11/2009,N/E,N/E,12.9475
29/11/2009,N/E,N/E,12.9475
30/11/2009,12.9157,12.9139,12.9475
01/12/2009,12.8557,12.9157,12.9139
02/12/2009,12.8026,12.8557,12.9157
03/12/2009,12.6658,12.8026,12.8557
04/12/2009,12.5969,12.6658,12.8026
05/12/2009,N/E,N/E,12.6658
06/12/2009,N/E,N/E,12.6658
07/12/2009,12.6558,12.5969,12.6658
08/12/2009,12.8399,12.6558,12.5969
09/12/2009,12.9862,12.8399,12.6558
10/12/2009,12.9739,12.9862,12.8399
11/12/2009,12.9253,12.9739,12.9862
12/12/2009,N/E,N/E,12.9739
13/12/2009,N/E,N/E,12.9739
14/12/2009,12.8105,12.9253,12.9739
15/12/2009,12.7234,12.8105,12.9253
16/12/2009,12.6980,12.7234,12.8105
17/12/2009,12.9331,12.6980,12.7234
18/12/2009,12.8979,12.9331,12.6980
19/12/2009,N/E,N/E,12.9331
20/12/2009,N/E,N/E,12.9331
21/12/2009,12.8121,12.8979,12.9331
22/12/2009,12.9449,12.8121,12.8979
23/12/2009,12.8896,12.9449,12.8121
24/12/2009,12.8793,12.8896,12.9449
25/12/2009,N/E,N/E,12.8896
26/12/2009,N/E,N/E,12.8896
27/12/2009,N/E,N/E,12.8896
28/12/2009,12.9288,12.8793,12.8896
29/12/2009,13.0587,12.9288,12.8793
30/12/2009,13.0437,13.0587,12.9288
31/12/2009,13.0659,13.0437,13.0587
01/01/2010,N/E,N/E,13.0437
02/01/2010,N/E,N/E,13.0437
03/01/2010,N/E,N/E,13.0437
04/01/2010,12.9226,13.0659,13.0437
05/01/2010,12.8241,12.9226,13.0659
06/01/2010,12.7489,12.8241,12.9226
07/01/2010,12.7646,12.7489,12.8241
08/01/2010,12.7243,12.7646,12.7489
09/01/2010,N/E,N/E,12.7646
10/01/2010,N/E,N/E,12.7646
11/01/2010,12.6692,12.7243,12.7646
12/01/2010,12.7291,12.6692,12.7243
13/01/2010,12.7698,12.7291,12.6692
14/01/2010,12.7364,12.7698,12.7291
15/01/2010,12.6884,12.7364,12.7698
16/01/2010,N/E,N/E,12.7364
17/01/2010,N/E,N/E,12.7364
18/01/2010,12.6664,12.6884,12.7364
19/01/2010,12.6478,12.6664,12.6884
20/01/2010,12.7388,12.6478,12.6664
21/01/2010,12.7720,12.7388,12.6478
22/01/2010,12.9412,12.7720,12.7388
23/01/2010,N/E,N/E,12.7720
24/01/2010,N/E,N/E,12.7720
25/01/2010,12.9018,12.9412,12.7720
26/01/2010,12.8549,12.9018,12.9412
27/01/2010,12.9295,12.8549,12.9018
28/01/2010,12.9975,12.9295,12.8549
29/01/2010,13.0098,12.9975,12.9295
30/01/2010,N/E,N/E,12.9975
31/01/2010,N/E,N/E,12.9975
01/02/2010,N/E,N/E,12.9975
02/02/2010,12.8699,13.0098,12.9975
03/02/2010,12.9395,12.8699,13.0098
04/02/2010,13.0687,12.9395,12.8699
05/02/2010,13.1753,13.0687,12.9395
06/02/2010,N/E,N/E,13.0687
07/02/2010,N/E,N/E,13.0687
08/02/2010,13.1640,13.1753,13.0687
09/02/2010,13.0836,13.1640,13.1753
10/02/2010,13.0601,13.0836,13.1640
11/02/2010,13.0609,13.0601,13.0836
12/02/2010,12.9764,13.0609,13.0601
13/02/2010,N/E,N/E,13.0609
14/02/2010,N/E,N/E,13.0609
15/02/2010,12.9420,12.9764,13.0609
16/02/2010,12.8683,12.9420,12.9764
17/02/2010,12.8781,12.8683,12.9420
18/02/2010,12.8442,12.8781,12.8683
19/02/2010,12.8337,12.8442,12.8781
20/02/2010,N/E,N/E,12.8442
21/02/2010,N/E,N/E,12.8442
22/02/2010,12.8017,12.8337,12.8442
23/02/2010,12.8584,12.8017,12.8337
24/02/2010,12.8539,12.8584,12.8017
25/02/2010,12.8503,12.8539,12.8584
26/02/2010,12.7769,12.8503,12.8539
27/02/2010,N/E,N/E,12.8503
28/02/2010,N/E,N/E,12.8503
01/03/2010,12.7454,12.7769,12.8503
02/03/2010,12.7259,12.7454,12.7769
03/03/2010,12.6900,12.7259,12.7454
04/03/2010,12.7182,12.6900,12.7259
05/03/2010,12.6557,12.7182,12.6900
06/03/2010,N/E,N/E,12.7182
07/03/2010,N/E,N/E,12.7182
08/03/2010,12.6618,12.6557,12.7182
09/03/2010,12.6574,12.6618,12.6557
10/03/2010,12.6028,12.6574,12.6618
11/03/2010,12.6192,12.6028,12.6574
12/03/2010,12.5527,12.6192,12.6028
13/03/2010,N/E,N/E,12.6192
14/03/2010,N/E,N/E,12.6192
15/03/2010,N/E,N/E,12.6192
16/03/2010,12.5254,12.5527,12.6192
17/03/2010,12.4892,12.5254,12.5527
18/03/2010,12.4729,12.4892,12.5254
19/03/2010,12.5796,12.4729,12.4892
20/03/2010,N/E,N/E,12.4729
21/03/2010,N/E,N/E,12.4729
22/03/2010,12.6052,12.5796,12.4729
23/03/2010,12.5284,12.6052,12.5796
24/03/2010,12.5381,12.5284,12.6052
25/03/2010,12.5009,12.5381,12.5284
26/03/2010,12.5426,12.5009,12.5381
27/03/2010,N/E,N/E,12.5009
28/03/2010,N/E,N/E,12.5009
29/03/2010,12.4640,12.5426,12.5009
30/03/2010,12.4145,12.4640,12.5426
31/03/2010,12.3306,12.4145,12.4640
01/04/2010,N/E,N/E,12.4145
02/04/2010,N/E,N/E,12.4145
03/04/2010,N/E,N/E,12.4145
04/04/2010,N/E,N/E,12.4145
05/04/2010,12.2658,12.3306,12.4145
06/04/2010,12.2454,12.2658,12.3306
07/04/2010,12.2218,12.2454,12.2658
08/04/2010,12.2488,12.2218,12.2454
09/04/2010,12.1997,12.2488,12.2218
10/04/2010,N/E,N/E,12.2488
11/04/2010,N/E,N/E,12.2488
12/04/2010,12.1808,12.1997,12.2488
13/04/2010,12.2122,12.1808,12.1997
14/04/2010,12.1827,12.2122,12.1808
15/04/2010,12.1934,12.1827,12.2122
16/04/2010,12.2356,12.1934,12.1827
17/04/2010,N/E,N/E,12.1934
18/04/2010,N/E,N/E,12.1934
19/04/2010,12.3064,12.2356,12.1934
20/04/2010,12.2188,12.3064,12.2356
21/04/2010,12.1896,12.2188,12.3064
22/04/2010,12.2405,12.1896,12.2188
23/04/2010,12.1973,12.2405,12.1896
24/04/2010,N/E,N/E,12.2405
25/04/2010,N/E,N/E,12.2405
26/04/2010,12.1575,12.1973,12.2405
27/04/2010,12.2278,12.1575,12.1973
28/04/2010,12.3698,12.2278,12.1575
29/04/2010,12.2465,12.3698,12.2278
30/04/2010,12.2626,12.2465,12.3698
01/05/2010,N/E,N/E,12.2465
02/05/2010,N/E,N/E,12.2465
03/05/2010,12.2605,12.2626,12.2465
04/05/2010,12.4288,12.2605,12.2626
05/05/2010,12.6635,12.4288,12.2605
06/05/2010,12.7884,12.6635,12.4288
07/05/2010,12.9179,12.7884,12.6635
08/05/2010,N/E,N/E,12.7884
09/05/2010,N/E,N/E,12.7884
10/05/2010,12.5297,12.9179,12.7884
11/05/2010,12.5025,12.5297,12.9179
12/05/2010,12.4351,12.5025,12.5297
13/05/2010,12.3501,12.4351,12.5025
14/05/2010,12.5684,12.3501,12.4351
15/05/2010,N/E,N/E,12.3501
16/05/2010,N/E,N/E,12.3501
17/05/2010,12.6926,12.5684,12.3501
18/05/2010,12.5787,12.6926,12.5684
19/05/2010,12.9138,12.5787,12.6926
20/05/2010,13.1412,12.9138,12.5787
21/05/2010,13.0338,13.1412,12.9138
22/05/2010,N/E,N/E,13.1412
23/05/2010,N/E,N/E,13.1412
24/05/2010,12.9588,13.0338,13.1412
25/05/2010,13.1819,12.9588,13.0338
26/05/2010,12.9955,13.1819,12.9588
27/05/2010,12.8846,12.9955,13.1819
28/05/2010,12.8589,12.8846,12.9955
29/05/2010,N/E,N/E,12.8846
30/05/2010,N/E,N/E,12.8846
31/05/2010,12.9146,12.8589,12.8846
01/06/2010,12.9012,12.9146,12.8589
02/06/2010,12.8625,12.9012,12.9146
03/06/2010,12.7644,12.8625,12.9012
04/06/2010,12.8603,12.7644,12.8625
05/06/2010,N/E,N/E,12.7644
06/06/2010,N/E,N/E,12.7644
07/06/2010,12.9202,12.8603,12.7644
08/06/2010,12.9288,12.9202,12.8603
09/06/2010,12.8093,12.9288,12.9202
10/06/2010,12.7441,12.8093,12.9288
11/06/2010,12.6748,12.7441,12.8093
12/06/2010,N/E,N/E,12.7441
13/06/2010,N/E,N/E,12.7441
14/06/2010,12.5974,12.6748,12.7441
15/06/2010,12.6001,12.5974,12.6748
16/06/2010,12.5878,12.6001,12.5974
17/06/2010,12.5925,12.5878,12.6001
18/06/2010,12.5400,12.5925,12.5878
19/06/2010,N/E,N/E,12.5925
20/06/2010,N/E,N/E,12.5925
21/06/2010,12.4604,12.5400,12.5925
22/06/2010,12.5246,12.4604,12.5400
23/06/2010,12.6984,12.5246,12.4604
24/06/2010,12.7141,12.6984,12.5246
25/06/2010,12.7042,12.7141,12.6984
26/06/2010,N/E,N/E,12.7141
27/06/2010,N/E,N/E,12.7141
28/06/2010,12.6567,12.7042,12.7141
29/06/2010,12.8394,12.6567,12.7042
30/06/2010,12.8441,12.8394,12.6567
01/07/2010,13.0325,12.8441,12.8394
02/07/2010,13.0590,13.0325,12.8441
03/07/2010,N/E,N/E,13.0325
04/07/2010,N/E,N/E,13.0325
05/07/2010,13.0953,13.0590,13.0325
06/07/2010,12.9308,13.0953,13.0590
07/07/2010,12.8975,12.9308,13.0953
08/07/2010,12.8232,12.8975,12.9308
09/07/2010,12.7859,12.8232,12.8975
10/07/2010,N/E,N/E,12.8232
11/07/2010,N/E,N/E,12.8232
12/07/2010,12.8233,12.7859,12.8232
13/07/2010,12.7140,12.8233,12.7859
14/07/2010,12.7176,12.7140,12.8233
15/07/2010,12.7795,12.7176,12.7140
16/07/2010,12.9013,12.7795,12.7176
17/07/2010,N/E,N/E,12.7795
18/07/2010,N/E,N/E,12.7795
19/07/2010,12.9162,12.9013,12.7795
20/07/2010,12.8549,12.9162,12.9013
21/07/2010,12.7798,12.8549,12.9162
22/07/2010,12.7560,12.7798,12.8549
23/07/2010,12.7749,12.7560,12.7798
24/07/2010,N/E,N/E,12.7560
25/07/2010,N/E,N/E,12.7560
26/07/2010,12.6975,12.7749,12.7560
27/07/2010,12.6469,12.6975,12.7749
28/07/2010,12.6798,12.6469,12.6975
29/07/2010,12.7038,12.6798,12.6469
30/07/2010,12.6455,12.7038,12.6798
31/07/2010,N/E,N/E,12.7038
01/08/2010,N/E,N/E,12.7038
02/08/2010,12.5728,12.6455,12.7038
03/08/2010,12.6048,12.5728,12.6455
04/08/2010,12.5535,12.6048,12.5728
05/08/2010,12.5367,12.5535,12.6048
06/08/2010,12.6550,12.5367,12.5535
07/08/2010,N/E,N/E,12.5367
08/08/2010,N/E,N/E,12.5367
09/08/2010,12.6461,12.6550,12.5367
10/08/2010,12.6927,12.6461,12.6550
11/08/2010,12.7432,12.6927,12.6461
12/08/2010,12.7258,12.7432,12.6927
13/08/2010,12.7256,12.7258,12.7432
14/08/2010,N/E,N/E,12.7258
15/08/2010,N/E,N/E,12.7258
16/08/2010,12.6458,12.7256,12.7258
17/08/2010,12.5944,12.6458,12.7256
18/08/2010,12.6073,12.5944,12.6458
19/08/2010,12.7226,12.6073,12.5944
20/08/2010,12.7683,12.7226,12.6073
21/08/2010,N/E,N/E,12.7226
22/08/2010,N/E,N/E,12.7226
23/08/2010,12.8492,12.7683,12.7226
24/08/2010,12.9360,12.8492,12.7683
25/08/2010,13.0453,12.9360,12.8492
26/08/2010,12.9840,13.0453,12.9360
27/08/2010,13.0148,12.9840,13.0453
28/08/2010,N/E,N/E,12.9840
29/08/2010,N/E,N/E,12.9840
30/08/2010,13.1367,13.0148,12.9840
31/08/2010,13.1676,13.1367,13.0148
01/09/2010,13.0538,13.1676,13.1367
02/09/2010,13.0550,13.0538,13.1676
03/09/2010,12.9526,13.0550,13.0538
04/09/2010,N/E,N/E,13.0550
05/09/2010,N/E,N/E,13.0550
06/09/2010,12.9395,12.9526,13.0550
07/09/2010,13.0566,12.9395,12.9526
08/09/2010,13.0034,13.0566,12.9395
09/09/2010,12.9853,13.0034,13.0566
10/09/2010,12.9616,12.9853,13.0034
11/09/2010,N/E,N/E,12.9853
12/09/2010,N/E,N/E,12.9853
13/09/2010,12.8729,12.9616,12.9853
14/09/2010,12.8355,12.8729,12.9616
15/09/2010,12.7793,12.8355,12.8729
16/09/2010,N/E,N/E,12.8355
17/09/2010,N/E,N/E,12.8355
18/09/2010,N/E,N/E,12.8355
19/09/2010,N/E,N/E,12.8355
20/09/2010,12.7623,12.7793,12.8355
21/09/2010,12.7594,12.7623,12.7793
22/09/2010,12.6886,12.7594,12.7623
23/09/2010,12.6422,12.6886,12.7594
24/09/2010,12.5491,12.6422,12.6886
25/09/2010,N/E,N/E,12.6422
26/09/2010,N/E,N/E,12.6422
27/09/2010,12.5168,12.5491,12.6422
28/09/2010,12.5011,12.5168,12.5491
29/09/2010,12.4801,12.5011,12.5168
30/09/2010,12.5998,12.4801,12.5011
01/10/2010,12.5511,12.5998,12.4801
02/10/2010,N/E,N/E,12.5998
03/10/2010,N/E,N/E,12.5998
04/10/2010,12.5875,12.5511,12.5998
05/10/2010,12.5099,12.5875,12.5511
06/10/2010,12.4779,12.5099,12.5875
07/10/2010,12.5277,12.4779,12.5099
08/10/2010,12.4895,12.5277,12.4779
09/10/2010,N/E,N/E,12.5277
10/10/2010,N/E,N/E,12.5277
11/10/2010,12.4224,12.4895,12.5277
12/10/2010,12.4320,12.4224,12.4895
13/10/2010,12.3683,12.4320,12.4224
14/10/2010,12.4101,12.3683,12.4320
15/10/2010,12.4276,12.4101,12.3683
16/10/2010,N/E,N/E,12.4101
17/10/2010,N/E,N/E,12.4101
18/10/2010,12.4135,12.4276,12.4101
19/10/2010,12.4818,12.4135,12.4276
20/10/2010,12.4117,12.4818,12.4135
21/10/2010,12.3613,12.4117,12.4818
22/10/2010,12.3877,12.3613,12.4117
23/10/2010,N/E,N/E,12.3613
24/10/2010,N/E,N/E,12.3613
25/10/2010,12.3205,12.3877,12.3613
26/10/2010,12.3859,12.3205,12.3877
27/10/2010,12.4776,12.3859,12.3205
28/10/2010,12.4023,12.4776,12.3859
29/10/2010,12.3387,12.4023,12.4776
30/10/2010,N/E,N/E,12.4023
31/10/2010,N/E,N/E,12.4023
01/11/2010,12.3452,12.3387,12.4023
02/11/2010,N/E,N/E,12.3387
03/11/2010,12.3041,12.3452,12.3387
04/11/2010,12.2381,12.3041,12.3452
05/11/2010,12.2055,12.2381,12.3041
06/11/2010,N/E,N/E,12.2381
07/11/2010,N/E,N/E,12.2381
08/11/2010,12.2483,12.2055,12.2381
09/11/2010,12.2068,12.2483,12.2055
10/11/2010,12.2714,12.2068,12.2483
11/11/2010,12.2596,12.2714,12.2068
12/11/2010,12.2626,12.2596,12.2714
13/11/2010,N/E,N/E,12.2596
14/11/2010,N/E,N/E,12.2596
15/11/2010,N/E,N/E,12.2596
16/11/2010,12.4353,12.2626,12.2596
17/11/2010,12.3783,12.4353,12.2626
18/11/2010,12.2924,12.3783,12.4353
19/11/2010,12.2996,12.2924,12.3783
20/11/2010,N/E,N/E,12.2924
21/11/2010,N/E,N/E,12.2924
22/11/2010,12.3090,12.2996,12.2924
23/11/2010,12.4577,12.3090,12.2996
24/11/2010,12.3912,12.4577,12.3090
25/11/2010,12.3669,12.3912,12.4577
26/11/2010,12.4890,12.3669,12.3912
27/11/2010,N/E,N/E,12.3669
28/11/2010,N/E,N/E,12.3669
29/11/2010,12.5538,12.4890,12.3669
30/11/2010,12.4664,12.5538,12.4890
01/12/2010,12.3967,12.4664,12.5538
02/12/2010,12.3546,12.3967,12.4664
03/12/2010,12.3597,12.3546,12.3967
04/12/2010,N/E,N/E,12.3546
05/12/2010,N/E,N/E,12.3546
06/12/2010,12.3884,12.3597,12.3546
07/12/2010,12.4123,12.3884,12.3597
08/12/2010,12.4484,12.4123,12.3884
09/12/2010,12.4586,12.4484,12.4123
10/12/2010,12.4617,12.4586,12.4484
11/12/2010,N/E,N/E,12.4586
12/12/2010,N/E,N/E,12.4586
13/12/2010,12.3869,12.4617,12.4586
14/12/2010,12.3703,12.3869,12.4617
15/12/2010,12.3963,12.3703,12.3869
16/12/2010,12.4505,12.3963,12.3703
17/12/2010,12.4345,12.4505,12.3963
18/12/2010,N/E,N/E,12.4505
19/12/2010,N/E,N/E,12.4505
20/12/2010,12.4170,12.4345,12.4505
21/12/2010,12.3720,12.4170,12.4345
22/12/2010,12.3379,12.3720,12.4170
23/12/2010,12.3332,12.3379,12.3720
24/12/2010,12.3459,12.3332,12.3379
25/12/2010,N/E,N/E,12.3332
26/12/2010,N/E,N/E,12.3332
27/12/2010,12.3653,12.3459,12.3332
28/12/2010,12.3567,12.3653,12.3459
29/12/2010,12.3571,12.3567,12.3653
30/12/2010,12.3817,12.3571,12.3567
31/12/2010,12.3496,12.3817,12.3571
01/01/2011,N/E,N/E,12.3817
02/01/2011,N/E,N/E,12.3817
03/01/2011,12.2574,12.3496,12.3817
04/01/2011,12.2619,12.2574,12.3496
05/01/2011,12.2064,12.2619,12.2574
06/01/2011,12.2256,12.2064,12.2619
07/01/2011,12.2369,12.2256,12.2064
08/01/2011,N/E,N/E,12.2256
09/01/2011,N/E,N/E,12.2256
10/01/2011,12.2542,12.2369,12.2256
11/01/2011,12.1907,12.2542,12.2369
12/01/2011,12.0757,12.1907,12.2542
13/01/2011,12.1028,12.0757,12.1907
14/01/2011,12.0871,12.1028,12.0757
15/01/2011,N/E,N/E,12.1028
16/01/2011,N/E,N/E,12.1028
17/01/2011,12.0299,12.0871,12.1028
18/01/2011,12.0261,12.0299,12.0871
19/01/2011,12.0744,12.0261,12.0299
20/01/2011,12.0903,12.0744,12.0261
21/01/2011,12.0482,12.0903,12.0744
22/01/2011,N/E,N/E,12.0903
23/01/2011,N/E,N/E,12.0903
24/01/2011,12.0516,12.0482,12.0903
25/01/2011,12.0856,12.0516,12.0482
26/01/2011,12.0408,12.0856,12.0516
27/01/2011,12.0239,12.0408,12.0856
28/01/2011,12.1214,12.0239,12.0408
29/01/2011,N/E,N/E,12.0239
30/01/2011,N/E,N/E,12.0239
31/01/2011,12.1519,12.1214,12.0239
01/02/2011,12.0170,12.1519,12.1214
02/02/2011,12.0190,12.0170,12.1519
03/02/2011,12.0499,12.0190,12.0170
04/02/2011,11.9946,12.0499,12.0190
05/02/2011,N/E,N/E,12.0499
06/02/2011,N/E,N/E,12.0499
07/02/2011,N/E,N/E,12.0499
08/02/2011,11.9937,11.9946,12.0499
09/02/2011,12.0432,11.9937,11.9946
10/02/2011,12.0937,12.0432,11.9937
11/02/2011,12.0635,12.0937,12.0432
12/02/2011,N/E,N/E,12.0937
13/02/2011,N/E,N/E,12.0937
14/02/2011,12.0461,12.0635,12.0937
15/02/2011,12.1140,12.0461,12.0635
16/02/2011,12.0957,12.1140,12.0461
17/02/2011,12.0483,12.0957,12.1140
18/02/2011,12.0172,12.0483,12.0957
19/02/2011,N/E,N/E,12.0483
20/02/2011,N/E,N/E,12.0483
21/02/2011,12.0558,12.0172,12.0483
22/02/2011,12.0917,12.0558,12.0172
23/02/2011,12.1900,12.0917,12.0558
24/02/2011,12.1730,12.1900,12.0917
25/02/2011,12.1235,12.1730,12.1900
26/02/2011,N/E,N/E,12.1730
27/02/2011,N/E,N/E,12.1730
28/02/2011,12.1062,12.1235,12.1730
01/03/2011,12.0929,12.1062,12.1235
02/03/2011,12.0981,12.0929,12.1062
03/03/2011,12.0368,12.0981,12.0929
04/03/2011,12.0064,12.0368,12.0981
05/03/2011,N/E,N/E,12.0368
06/03/2011,N/E,N/E,12.0368
07/03/2011,12.0170,12.0064,12.0368
08/03/2011,12.0254,12.0170,12.0064
09/03/2011,11.9680,12.0254,12.0170
10/03/2011,11.9755,11.9680,12.0254
11/03/2011,11.9441,11.9755,11.9680
12/03/2011,N/E,N/E,11.9755
13/03/2011,N/E,N/E,11.9755
14/03/2011,11.9235,11.9441,11.9755
15/03/2011,12.0171,11.9235,11.9441
16/03/2011,12.0710,12.0171,11.9235
17/03/2011,12.0925,12.0710,12.0171
18/03/2011,12.0615,12.0925,12.0710
19/03/2011,N/E,N/E,12.0925
20/03/2011,N/E,N/E,12.0925
21/03/2011,N/E,N/E,12.0925
22/03/2011,11.9885,12.0615,12.0925
23/03/2011,12.0004,11.9885,12.0615
24/03/2011,11.9555,12.0004,11.9885
25/03/2011,11.9505,11.9555,12.0004
26/03/2011,N/E,N/E,11.9555
27/03/2011,N/E,N/E,11.9555
28/03/2011,11.9590,11.9505,11.9555
29/03/2011,11.9678,11.9590,11.9505
30/03/2011,11.9219,11.9678,11.9590
31/03/2011,11.9084,11.9219,11.9678
01/04/2011,11.8412,11.9084,11.9219
02/04/2011,N/E,N/E,11.9084
03/04/2011,N/E,N/E,11.9084
04/04/2011,11.8533,11.8412,11.9084
05/04/2011,11.8322,11.8533,11.8412
06/04/2011,11.7836,11.8322,11.8533
07/04/2011,11.7931,11.7836,11.8322
08/04/2011,11.7421,11.7931,11.7836
09/04/2011,N/E,N/E,11.7931
10/04/2011,N/E,N/E,11.7931
11/04/2011,11.7447,11.7421,11.7931
12/04/2011,11.8266,11.7447,11.7421
13/04/2011,11.7907,11.8266,11.7447
14/04/2011,11.7679,11.7907,11.8266
15/04/2011,11.7090,11.7679,11.7907
16/04/2011,N/E,N/E,11.7679
17/04/2011,N/E,N/E,11.7679
18/04/2011,11.7783,11.7090,11.7679
19/04/2011,11.6925,11.7783,11.7090
20/04/2011,11.6252,11.6925,11.7783
21/04/2011,N/E,N/E,11.6925
22/04/2011,N/E,N/E,11.6925
23/04/2011,N/E,N/E,11.6925
24/04/2011,N/E,N/E,11.6925
25/04/2011,11.6294,11.6252,11.6925
26/04/2011,11.5824,11.6294,11.6252
27/04/2011,11.5868,11.5824,11.6294
28/04/2011,11.5428,11.5868,11.5824
29/04/2011,11.5278,11.5428,11.5868
30/04/2011,N/E,N/E,11.5428
01/05/2011,N/E,N/E,11.5428
02/05/2011,11.5023,11.5278,11.5428
03/05/2011,11.5665,11.5023,11.5278
04/05/2011,11.6214,11.5665,11.5023
05/05/2011,11.6934,11.6214,11.5665
06/05/2011,11.6090,11.6934,11.6214
07/05/2011,N/E,N/E,11.6934
08/05/2011,N/E,N/E,11.6934
09/05/2011,11.6410,11.6090,11.6934
